customer_id,age,gender,city,income_bracket,education,marital_status,family_size,profession,registration_date,mobile_number,email,is_premium_member
CUST_000836,46,Female,Bangalore,High,High School,Married,3,Student,2021-09-26 02:39:09.085882,+919709670621,cust_000836@gmail.com,False
CUST_000837,34,Female,Delhi,Low,Professional,Divorced,1,Student,2022-11-05 02:39:09.085949,+919226005803,cust_000837@yahoo.com,False
CUST_000838,33,Male,Pune,Medium,Graduate,Divorced,1,Homemaker,2023-01-25 02:39:09.086016,+917796013687,cust_000838@gmail.com,True
CUST_000839,34,Female,Delhi,High,Graduate,Single,2,IT Professional,2025-02-21 02:39:09.086084,+918047144712,cust_000839@gmail.com,False
CUST_000840,18,Male,Jaipur,High,High School,Married,2,Education,2023-01-13 02:39:09.086151,+917821139795,cust_000840@gmail.com,False
CUST_000841,33,Male,Delhi,Medium,Graduate,Married,4,Government,2023-02-28 02:39:09.086219,+919215944610,cust_000841@gmail.com,False
CUST_000842,18,Male,Lucknow,Medium,High School,Single,2,Student,2022-06-14 02:39:09.086285,+919779727342,cust_000842@gmail.com,False
CUST_000843,29,Female,Bangalore,High,Post Graduate,Married,5,Retired,2023-04-09 02:39:09.086351,+917533771417,cust_000843@yahoo.com,False
CUST_000844,59,Female,Bangalore,Low,Post Graduate,Married,2,Education,2021-12-12 02:39:09.086442,+917961994912,cust_000844@outlook.com,False
CUST_000845,32,Male,Chennai,High,High School,Married,2,IT Professional,2023-12-24 02:39:09.086513,+918208079979,cust_000845@yahoo.com,False
CUST_000846,41,Male,Pune,High,Graduate,Single,2,Healthcare,2024-12-28 02:39:09.086588,+917183005646,cust_000846@yahoo.com,False
CUST_000847,33,Female,Ahmedabad,High,Graduate,Married,3,Government,2024-01-24 02:39:09.086657,+917788228895,cust_000847@gmail.com,False
CUST_000848,53,Female,Lucknow,Low,High School,Married,1,Other,2023-07-22 02:39:09.086726,+918700295629,cust_000848@gmail.com,False
CUST_000849,38,Female,Pune,Low,High School,Married,2,Manufacturing,2024-08-04 02:39:09.086794,+919275764861,cust_000849@gmail.com,False
CUST_000850,31,Female,Pune,Low,Graduate,Single,2,IT Professional,2025-06-28 02:39:09.086858,+917411166880,cust_000850@outlook.com,False
CUST_000851,43,Female,Mumbai,Medium,Post Graduate,Married,1,Homemaker,2024-03-09 02:39:09.086925,+919853720298,cust_000851@yahoo.com,True
CUST_000852,22,Female,Hyderabad,Medium,Graduate,Single,1,Business,2022-02-24 02:39:09.086989,+917416243907,cust_000852@yahoo.com,False
CUST_000853,33,Male,Delhi,Medium,Graduate,Married,5,Service,2023-06-08 02:39:09.087053,+918441957612,cust_000853@yahoo.com,False
CUST_000854,35,Female,Kolkata,Low,High School,Single,2,Government,2024-06-29 02:39:09.087117,+918357483870,cust_000854@gmail.com,False
CUST_000855,24,Male,Mumbai,Low,Professional,Single,2,Education,2021-12-04 02:39:09.087182,+917742044453,cust_000855@gmail.com,False
CUST_000856,29,Male,Bangalore,Medium,Post Graduate,Married,5,Government,2023-04-19 02:39:09.087245,+919911942232,cust_000856@company.com,False
CUST_000857,42,Male,Mumbai,Low,Professional,Married,2,Manufacturing,2023-09-07 02:39:09.087309,+919770607420,cust_000857@company.com,False
CUST_000858,19,Male,Mumbai,Low,Post Graduate,Married,2,IT Professional,2022-01-10 02:39:09.087375,+917879195998,cust_000858@yahoo.com,False
CUST_000859,42,Female,Lucknow,Medium,Post Graduate,Married,1,IT Professional,2025-02-13 02:39:09.087441,+917698865355,cust_000859@outlook.com,False
CUST_000860,21,Female,Delhi,Low,Graduate,Single,1,Manufacturing,2023-03-26 02:39:09.087506,+919283579602,cust_000860@yahoo.com,False
CUST_000861,40,Female,Delhi,Low,Professional,Single,1,Retired,2024-07-31 02:39:09.087570,+917140659651,cust_000861@gmail.com,False
CUST_000862,29,Male,Mumbai,Medium,High School,Married,2,Retired,2023-11-27 02:39:09.087638,+918991543870,cust_000862@yahoo.com,False
CUST_000863,25,Male,Lucknow,Low,Graduate,Married,5,IT Professional,2025-03-13 02:39:09.087701,+917607456900,cust_000863@company.com,False
CUST_000864,36,Male,Bangalore,High,High School,Single,2,Student,2023-03-23 02:39:09.087766,+919350749674,cust_000864@gmail.com,False
CUST_000865,25,Male,Mumbai,Medium,Post Graduate,Married,1,IT Professional,2024-06-29 02:39:09.087832,+918018861654,cust_000865@gmail.com,False
CUST_000866,57,Female,Pune,Low,Graduate,Single,2,Other,2022-02-26 02:39:09.087898,+919979643917,cust_000866@gmail.com,False
CUST_000867,59,Female,Kolkata,High,Professional,Married,5,Homemaker,2021-08-06 02:39:09.087964,+918716513584,cust_000867@yahoo.com,False
CUST_000868,31,Female,Bangalore,High,Graduate,Married,4,Healthcare,2021-07-27 02:39:09.088049,+919744485318,cust_000868@gmail.com,False
CUST_000869,44,Female,Mumbai,Medium,Professional,Single,2,Student,2022-09-20 02:39:09.088120,+917640805915,cust_000869@gmail.com,False
CUST_000870,30,Female,Delhi,High,Professional,Single,2,IT Professional,2022-09-11 02:39:09.088186,+919109919236,cust_000870@gmail.com,False
CUST_000871,28,Male,Mumbai,Low,Post Graduate,Divorced,1,Retired,2023-03-18 02:39:09.088252,+918386203588,cust_000871@gmail.com,False
CUST_000872,20,Female,Chennai,Low,High School,Single,1,Education,2021-09-30 02:39:09.088318,+918482786046,cust_000872@yahoo.com,False
CUST_000873,52,Female,Lucknow,Medium,Graduate,Married,5,Service,2022-01-25 02:39:09.088384,+919329402158,cust_000873@yahoo.com,False
CUST_000874,24,Female,Hyderabad,Low,Graduate,Single,1,Education,2025-01-04 02:39:09.088450,+917151336410,cust_000874@gmail.com,False
CUST_000875,35,Male,Hyderabad,Medium,Post Graduate,Divorced,1,Healthcare,2023-07-22 02:39:09.088522,+919858672904,cust_000875@yahoo.com,True
CUST_000876,38,Male,Pune,Medium,Graduate,Single,2,Manufacturing,2023-03-26 02:39:09.088590,+917155452607,cust_000876@yahoo.com,False
CUST_000877,20,Female,Kolkata,Low,Graduate,Married,5,Other,2024-12-19 02:39:09.088660,+919589202568,cust_000877@gmail.com,False
CUST_000878,49,Female,Mumbai,Low,High School,Single,2,Government,2024-05-19 02:39:09.088726,+918047988948,cust_000878@outlook.com,False
CUST_000879,26,Female,Lucknow,Medium,Graduate,Married,3,Education,2024-05-17 02:39:09.088798,+919961629230,cust_000879@gmail.com,False
CUST_000880,32,Male,Lucknow,High,High School,Married,4,IT Professional,2023-05-10 02:39:09.088871,+919013346107,cust_000880@gmail.com,False
CUST_000881,38,Female,Delhi,Medium,High School,Married,5,Manufacturing,2022-06-04 02:39:09.088943,+919205825269,cust_000881@gmail.com,False
CUST_000882,57,Female,Jaipur,Medium,Post Graduate,Married,4,IT Professional,2021-08-06 02:39:09.089012,+919194284071,cust_000882@yahoo.com,False
CUST_000883,50,Female,Chennai,High,Graduate,Married,2,Government,2025-03-24 02:39:09.089080,+917166813451,cust_000883@outlook.com,False
CUST_000884,57,Female,Bangalore,Low,High School,Married,3,IT Professional,2022-01-27 02:39:09.089147,+919809607162,cust_000884@yahoo.com,False
CUST_000885,30,Male,Delhi,Premium,High School,Married,1,Manufacturing,2023-07-16 02:39:09.089214,+918878542679,cust_000885@gmail.com,True
CUST_000886,34,Male,Delhi,Medium,Post Graduate,Married,3,Education,2024-09-16 02:39:09.089284,+918549847314,cust_000886@gmail.com,False
CUST_000887,49,Male,Ahmedabad,Low,Graduate,Married,3,Homemaker,2021-08-03 02:39:09.089351,+917093231264,cust_000887@gmail.com,True
CUST_000888,25,Female,Lucknow,Medium,Post Graduate,Single,1,Education,2023-01-15 02:39:09.089420,+917514923214,cust_000888@gmail.com,True
CUST_000889,26,Male,Ahmedabad,Premium,High School,Single,2,Business,2021-08-27 02:39:09.089491,+918113084965,cust_000889@outlook.com,False
CUST_000890,33,Male,Delhi,High,Graduate,Single,1,Government,2023-08-14 02:39:09.089556,+919456385460,cust_000890@gmail.com,False
CUST_000891,49,Female,Bangalore,Low,Post Graduate,Single,1,Business,2022-10-31 02:39:09.089621,+919051926939,cust_000891@gmail.com,False
CUST_000892,39,Male,Jaipur,High,Graduate,Single,1,IT Professional,2024-07-23 02:39:09.089712,+917003634662,cust_000892@gmail.com,False
CUST_000893,26,Female,Bangalore,Medium,High School,Single,1,Manufacturing,2024-07-26 02:39:09.089787,+918032605835,cust_000893@gmail.com,False
CUST_000894,49,Male,Delhi,High,High School,Single,1,Government,2024-06-23 02:39:09.089887,+917618491184,cust_000894@outlook.com,False
CUST_000895,25,Female,Bangalore,Low,Post Graduate,Single,2,IT Professional,2024-12-20 02:39:09.089958,+918585674173,cust_000895@outlook.com,False
CUST_000896,19,Female,Lucknow,Low,Post Graduate,Married,2,Manufacturing,2025-03-14 02:39:09.090026,+917261610982,cust_000896@outlook.com,False
CUST_000897,78,Female,Delhi,Premium,High School,Single,1,Business,2021-10-02 02:39:09.090092,+918251413597,cust_000897@yahoo.com,False
CUST_000898,40,Female,Kolkata,High,Professional,Married,2,Service,2024-03-20 02:39:09.090158,+917544885732,cust_000898@gmail.com,True
CUST_000899,30,Female,Delhi,Low,High School,Married,2,Business,2024-06-30 02:39:09.090227,+918489294848,cust_000899@gmail.com,False
CUST_000900,26,Male,Bangalore,High,High School,Single,1,Business,2021-10-10 02:39:09.090295,+919580337156,cust_000900@gmail.com,False
CUST_000901,38,Male,Mumbai,Low,Graduate,Divorced,1,Manufacturing,2024-07-16 02:39:09.090369,+917726278766,cust_000901@gmail.com,False
CUST_000902,18,Male,Bangalore,Low,Graduate,Married,5,IT Professional,2024-11-21 02:39:09.090436,+919315896077,cust_000902@gmail.com,False
CUST_000903,41,Male,Lucknow,Medium,Professional,Single,2,IT Professional,2022-09-30 02:39:09.090503,+919809972012,cust_000903@gmail.com,False
CUST_000904,25,Male,Mumbai,Low,Post Graduate,Married,2,Healthcare,2021-11-07 02:39:09.090572,+917593557714,cust_000904@gmail.com,False
CUST_000905,34,Male,Bangalore,High,Graduate,Married,2,Business,2023-11-21 02:39:09.091048,+919658780120,cust_000905@yahoo.com,True
CUST_000906,42,Male,Ahmedabad,High,Post Graduate,Single,1,Homemaker,2024-03-21 02:39:09.091251,+917635049604,cust_000906@gmail.com,True
CUST_000907,20,Female,Hyderabad,Premium,High School,Married,4,Healthcare,2024-04-09 02:39:09.091439,+919656740017,cust_000907@yahoo.com,False
CUST_000908,50,Male,Hyderabad,Low,Graduate,Married,2,Other,2023-10-11 02:39:09.091690,+918033574079,cust_000908@gmail.com,False
CUST_000909,51,Female,Lucknow,Low,Post Graduate,Married,1,Business,2023-04-12 02:39:09.091874,+917784639441,cust_000909@yahoo.com,False
CUST_000910,28,Female,Lucknow,Medium,Post Graduate,Single,2,Healthcare,2024-08-05 02:39:09.092046,+917354808121,cust_000910@gmail.com,False
CUST_000911,24,Female,Lucknow,High,Graduate,Single,2,Education,2022-02-27 02:39:09.092215,+918962961752,cust_000911@gmail.com,False
CUST_000912,32,Male,Delhi,High,Professional,Single,1,Healthcare,2021-08-17 02:39:09.092382,+917916166284,cust_000912@gmail.com,False
CUST_000913,44,Female,Mumbai,Medium,Graduate,Single,1,Homemaker,2024-01-23 02:39:09.092549,+919024941975,cust_000913@gmail.com,False
CUST_000914,30,Female,Mumbai,Medium,Graduate,Divorced,2,IT Professional,2025-06-29 02:39:09.092738,+918094315401,cust_000914@gmail.com,True
CUST_000915,19,Female,Delhi,High,High School,Married,3,Government,2024-11-13 02:39:09.092819,+918465986345,cust_000915@gmail.com,False
CUST_000916,41,Male,Mumbai,High,Post Graduate,Single,1,Education,2024-04-17 02:39:09.092886,+917873035273,cust_000916@yahoo.com,False
CUST_000917,48,Female,Delhi,Low,Post Graduate,Single,1,IT Professional,2021-12-06 02:39:09.092953,+918400894719,cust_000917@outlook.com,True
CUST_000918,29,Female,Delhi,Low,Graduate,Single,1,Retired,2021-12-09 02:39:09.093019,+919071012138,cust_000918@outlook.com,False
CUST_000919,25,Male,Delhi,Medium,High School,Single,1,Other,2022-04-02 02:39:09.093084,+917271672488,cust_000919@outlook.com,False
CUST_000920,41,Female,Lucknow,Medium,Graduate,Married,3,Business,2024-04-11 02:39:09.093149,+918470108177,cust_000920@gmail.com,True
CUST_000921,29,Female,Mumbai,Medium,Professional,Married,2,Homemaker,2022-06-25 02:39:09.093214,+918287746471,cust_000921@gmail.com,False
CUST_000922,24,Female,Lucknow,Medium,Graduate,Married,3,Homemaker,2025-02-28 02:39:09.093330,+917240719450,cust_000922@gmail.com,False
CUST_000923,21,Female,Delhi,Medium,Post Graduate,Single,1,Government,2024-04-17 02:39:09.093400,+919637255220,cust_000923@gmail.com,False
CUST_000924,30,Male,Lucknow,Low,High School,Single,1,Government,2023-08-22 02:39:09.093466,+918237185275,cust_000924@gmail.com,False
CUST_000925,23,Male,Mumbai,Medium,Post Graduate,Single,1,IT Professional,2021-08-13 02:39:09.093531,+917682830022,cust_000925@gmail.com,False
CUST_000926,42,Male,Delhi,High,Graduate,Single,2,Student,2022-03-15 02:39:09.093596,+919020449036,cust_000926@gmail.com,False
CUST_000927,32,Male,Delhi,Medium,High School,Married,2,Service,2021-08-03 02:39:09.093660,+918136613091,cust_000927@outlook.com,False
CUST_000928,34,Female,Kolkata,Medium,Graduate,Married,3,Manufacturing,2024-02-03 02:39:09.093724,+919880097890,cust_000928@gmail.com,False
CUST_000929,19,Male,Chennai,Medium,High School,Married,5,Business,2025-07-06 02:39:09.093790,+918926710859,cust_000929@gmail.com,False
CUST_000930,42,Male,Pune,Medium,Post Graduate,Single,2,Education,2022-06-11 02:39:09.093855,+918363784476,cust_000930@outlook.com,False
CUST_000931,30,Female,Mumbai,High,Post Graduate,Married,2,Education,2023-02-05 02:39:09.093919,+918155199568,cust_000931@yahoo.com,True
CUST_000932,26,Male,Lucknow,High,Graduate,Married,4,Homemaker,2025-06-09 02:39:09.093983,+918520016985,cust_000932@gmail.com,False
CUST_000933,24,Female,Mumbai,Premium,Professional,Married,2,IT Professional,2022-05-10 02:39:09.094048,+919139228951,cust_000933@gmail.com,False
CUST_000934,34,Female,Lucknow,Medium,High School,Married,3,Education,2024-04-25 02:39:09.094112,+917621721415,cust_000934@gmail.com,False
CUST_000935,24,Male,Delhi,Medium,Post Graduate,Single,2,Healthcare,2023-12-04 02:39:09.094416,+917519222436,cust_000935@outlook.com,False
CUST_000936,33,Male,Delhi,Low,Graduate,Single,2,Homemaker,2023-01-20 02:39:09.095112,+919491806284,cust_000936@yahoo.com,False
CUST_000937,58,Female,Chennai,Medium,High School,Divorced,1,Government,2021-12-29 02:39:09.095272,+919680905303,cust_000937@yahoo.com,False
CUST_000938,33,Male,Bangalore,Medium,Graduate,Single,2,Government,2022-05-19 02:39:09.095420,+918324482645,cust_000938@company.com,False
CUST_000939,19,Male,Ahmedabad,Premium,Graduate,Married,2,IT Professional,2021-09-30 02:39:09.095569,+919946566432,cust_000939@gmail.com,False
CUST_000940,30,Male,Kolkata,Medium,High School,Married,2,Healthcare,2025-01-16 02:39:09.095712,+919278439500,cust_000940@gmail.com,False
CUST_000941,45,Female,Jaipur,Low,Post Graduate,Married,2,Business,2025-02-11 02:39:09.096000,+919037727889,cust_000941@outlook.com,True
CUST_000942,57,Female,Delhi,Medium,High School,Married,4,IT Professional,2024-01-13 02:39:09.096154,+918485413705,cust_000942@gmail.com,True
CUST_000943,32,Female,Lucknow,Medium,Post Graduate,Single,2,Business,2023-01-20 02:39:09.096307,+919925689926,cust_000943@gmail.com,False
CUST_000944,41,Female,Jaipur,Low,Graduate,Married,2,Healthcare,2023-11-13 02:39:09.096458,+917511327703,cust_000944@gmail.com,True
CUST_000945,25,Male,Kolkata,Medium,Graduate,Married,5,IT Professional,2023-05-16 02:39:09.096599,+918986421509,cust_000945@gmail.com,False
CUST_000946,25,Male,Delhi,Low,Professional,Single,2,Government,2023-08-28 02:39:09.096741,+917560006528,cust_000946@gmail.com,False
CUST_000947,18,Male,Kolkata,High,Graduate,Married,3,Homemaker,2021-11-17 02:39:09.096882,+919623902484,cust_000947@gmail.com,False
CUST_000948,31,Female,Kolkata,Medium,Post Graduate,Married,4,Manufacturing,2022-12-12 02:39:09.097021,+918904576020,cust_000948@gmail.com,False
CUST_000949,34,Male,Kolkata,High,Graduate,Married,5,IT Professional,2023-01-03 02:39:09.097163,+918126741615,cust_000949@gmail.com,False
CUST_000950,52,Male,Mumbai,Low,High School,Single,2,Student,2023-03-24 02:39:09.097309,+917459039883,cust_000950@yahoo.com,False
CUST_000951,33,Male,Ahmedabad,Premium,Post Graduate,Married,1,Government,2023-09-01 02:39:09.097455,+918017095495,cust_000951@gmail.com,True
CUST_000952,33,Female,Lucknow,High,Graduate,Married,5,Homemaker,2024-11-12 02:39:09.097599,+917474325076,cust_000952@gmail.com,False
CUST_000953,28,Female,Delhi,Low,High School,Married,4,Business,2024-08-10 02:39:09.097793,+919658682598,cust_000953@gmail.com,False
CUST_000954,36,Female,Jaipur,Medium,Post Graduate,Single,2,IT Professional,2021-11-03 02:39:09.097943,+918252528985,cust_000954@yahoo.com,False
CUST_000955,50,Female,Mumbai,Medium,Graduate,Single,1,IT Professional,2023-03-18 02:39:09.098086,+919328732806,cust_000955@gmail.com,False
CUST_000956,39,Male,Pune,Medium,High School,Married,3,Homemaker,2022-03-22 02:39:09.098305,+917018734236,cust_000956@gmail.com,False
CUST_000957,52,Male,Chennai,Medium,High School,Married,2,IT Professional,2021-07-21 02:39:09.098469,+917900692421,cust_000957@gmail.com,True
CUST_000958,35,Female,Mumbai,Medium,Graduate,Married,1,Other,2022-01-22 02:39:09.098614,+917548113378,cust_000958@gmail.com,True
CUST_000959,24,Female,Hyderabad,Medium,High School,Married,5,IT Professional,2024-01-02 02:39:09.098819,+918635093553,cust_000959@gmail.com,False
CUST_000960,31,Male,Chennai,High,Post Graduate,Single,2,Government,2021-08-15 02:39:09.098974,+919559577672,cust_000960@outlook.com,False
CUST_000961,19,Male,Hyderabad,High,Post Graduate,Married,3,Other,2021-12-11 02:39:09.099123,+918384549136,cust_000961@gmail.com,False
CUST_000962,24,Male,Kolkata,Medium,High School,Single,1,IT Professional,2022-08-25 02:39:09.099267,+917417294096,cust_000962@gmail.com,False
CUST_000963,38,Female,Hyderabad,Low,Professional,Married,5,Homemaker,2025-06-07 02:39:09.099410,+919192723969,cust_000963@gmail.com,False
CUST_000964,55,Female,Mumbai,High,High School,Single,2,Retired,2023-05-28 02:39:09.099559,+917190897151,cust_000964@company.com,False
CUST_000965,58,Male,Ahmedabad,Low,High School,Married,3,Manufacturing,2022-08-10 02:39:09.099763,+918997993051,cust_000965@outlook.com,False
CUST_000966,47,Female,Lucknow,Low,High School,Married,5,Manufacturing,2021-11-20 02:39:09.099911,+919726743461,cust_000966@gmail.com,False
CUST_000967,19,Male,Lucknow,High,Post Graduate,Single,2,Government,2025-03-25 02:39:09.100058,+919488330307,cust_000967@outlook.com,False
CUST_000968,41,Female,Delhi,Low,Post Graduate,Married,3,Education,2024-03-09 02:39:09.100255,+919433731089,cust_000968@gmail.com,False
CUST_000969,18,Female,Pune,Medium,Graduate,Married,4,Manufacturing,2024-10-03 02:39:09.100403,+918524911623,cust_000969@gmail.com,False
CUST_000970,34,Male,Delhi,Medium,Graduate,Married,3,Healthcare,2021-12-16 02:39:09.100551,+918363589903,cust_000970@yahoo.com,False
CUST_000971,23,Female,Mumbai,Medium,High School,Married,4,Government,2022-04-04 02:39:09.100696,+919348559159,cust_000971@outlook.com,False
CUST_000972,19,Male,Kolkata,Medium,Professional,Single,2,IT Professional,2024-12-11 02:39:09.100839,+917834120249,cust_000972@yahoo.com,False
CUST_000973,19,Female,Chennai,High,Graduate,Single,2,IT Professional,2024-08-24 02:39:09.100979,+917904290287,cust_000973@outlook.com,False
CUST_000974,49,Male,Mumbai,Medium,Graduate,Married,1,Education,2023-07-29 02:39:09.101126,+917927764727,cust_000974@gmail.com,False
CUST_000975,35,Female,Bangalore,Medium,Graduate,Married,2,Business,2025-02-16 02:39:09.101267,+917053836625,cust_000975@outlook.com,False
CUST_000976,32,Female,Delhi,Low,High School,Married,3,Homemaker,2022-11-16 02:39:09.101407,+917467904691,cust_000976@gmail.com,False
CUST_000977,33,Other,Mumbai,High,High School,Married,3,Business,2023-10-23 02:39:09.101550,+919950007697,cust_000977@gmail.com,False
CUST_000978,43,Female,Delhi,High,Post Graduate,Married,5,Business,2025-06-27 02:39:09.101693,+918054431086,cust_000978@outlook.com,False
CUST_000979,56,Female,Bangalore,Medium,Post Graduate,Single,2,Healthcare,2022-02-23 02:39:09.101839,+917095128981,cust_000979@yahoo.com,False
CUST_000980,31,Female,Lucknow,Medium,Graduate,Single,2,Service,2024-12-17 02:39:09.102027,+919925124814,cust_000980@gmail.com,False
CUST_000981,31,Male,Hyderabad,High,Post Graduate,Single,1,Service,2024-11-30 02:39:09.102182,+917409478014,cust_000981@gmail.com,False
CUST_000982,28,Female,Delhi,Low,Graduate,Married,1,IT Professional,2024-12-12 02:39:09.102323,+919861000866,cust_000982@gmail.com,True
CUST_000983,49,Female,Ahmedabad,Low,Graduate,Married,4,Government,2022-11-30 02:39:09.102468,+919478934026,cust_000983@gmail.com,True
CUST_000984,40,Female,Hyderabad,Medium,Graduate,Married,1,Business,2022-05-25 02:39:09.102606,+918262302531,cust_000984@outlook.com,False
CUST_000985,18,Male,Mumbai,Low,Professional,Single,1,Homemaker,2022-06-18 02:39:09.102745,+919259476389,cust_000985@yahoo.com,False
CUST_000986,31,Female,Jaipur,Medium,Post Graduate,Single,1,Government,2021-07-21 02:39:09.102889,+917534773246,cust_000986@gmail.com,False
CUST_000987,30,Other,Delhi,High,Graduate,Divorced,2,Service,2023-07-18 02:39:09.103018,+919429783226,cust_000987@gmail.com,False
CUST_000988,20,Male,Hyderabad,Medium,Post Graduate,Married,5,Student,2023-10-22 02:39:09.103145,+918630080466,cust_000988@gmail.com,False
CUST_000989,34,Male,Bangalore,Medium,Post Graduate,Married,2,Business,2024-09-22 02:39:09.103275,+918653918384,cust_000989@gmail.com,False
CUST_000990,42,Female,Jaipur,Medium,Graduate,Married,2,Business,2024-05-12 02:39:09.103488,+917758099911,cust_000990@gmail.com,False
CUST_000991,42,Female,Chennai,Low,High School,Married,1,IT Professional,2025-04-18 02:39:09.103637,+917490995838,cust_000991@gmail.com,False
CUST_000992,21,Female,Pune,Low,Post Graduate,Married,1,Business,2023-03-08 02:39:09.103769,+917995360474,cust_000992@outlook.com,False
CUST_000993,43,Female,Delhi,Medium,Graduate,Single,2,Homemaker,2021-11-05 02:39:09.103893,+919650710643,cust_000993@gmail.com,False
CUST_000994,37,Male,Hyderabad,Medium,Graduate,Married,3,Manufacturing,2024-04-28 02:39:09.104013,+919556256651,cust_000994@gmail.com,False
CUST_000995,37,Male,Delhi,Medium,High School,Single,1,Business,2023-10-09 02:39:09.104131,+919176481114,cust_000995@yahoo.com,False
CUST_000996,64,Male,Delhi,Medium,Graduate,Single,2,Other,2024-11-17 02:39:09.104268,+917501759243,cust_000996@yahoo.com,True
CUST_000997,52,Male,Kolkata,Medium,Professional,Married,4,IT Professional,2023-06-20 02:39:09.104388,+919460114032,cust_000997@gmail.com,False
CUST_000998,37,Male,Delhi,Medium,Graduate,Single,2,Retired,2023-07-22 02:39:09.104499,+918733832490,cust_000998@yahoo.com,False
CUST_000999,56,Female,Bangalore,High,Professional,Single,1,Business,2022-03-09 02:39:09.104610,+917165553644,cust_000999@yahoo.com,False
CUST_001000,39,Female,Lucknow,Medium,Graduate,Married,2,Student,2022-11-28 02:39:09.104723,+917502759781,cust_001000@gmail.com,False
CUST_001001,32,Other,Kolkata,High,Post Graduate,Single,1,IT Professional,2025-02-15 02:39:09.104861,+919687165358,cust_001001@outlook.com,False
CUST_001002,64,Other,Ahmedabad,Low,Graduate,Married,2,Business,2023-05-04 02:39:09.104973,+918221051226,cust_001002@gmail.com,False
CUST_001003,21,Other,Lucknow,Medium,Graduate,Married,1,Retired,2023-07-16 02:39:09.105087,+919688765431,cust_001003@gmail.com,False
CUST_001004,31,Male,Mumbai,Medium,Graduate,Married,5,Business,2023-12-17 02:39:09.105196,+919841412245,cust_001004@yahoo.com,False
CUST_001005,50,Male,Mumbai,Medium,High School,Married,2,Manufacturing,2021-10-08 02:39:09.105320,+919201336071,cust_001005@gmail.com,False
CUST_001006,48,Male,Bangalore,Low,Post Graduate,Married,2,IT Professional,2025-03-22 02:39:09.105439,+919958343159,cust_001006@company.com,False
CUST_001007,55,Male,Jaipur,Low,Professional,Married,4,IT Professional,2022-01-03 02:39:09.105550,+919214829334,cust_001007@gmail.com,False
CUST_001008,20,Male,Bangalore,Medium,High School,Single,1,Student,2024-08-25 02:39:09.105655,+919392697847,cust_001008@gmail.com,False
CUST_001009,46,Female,Kolkata,Medium,Graduate,Married,4,Student,2024-10-29 02:39:09.105760,+919805454924,cust_001009@gmail.com,False
CUST_001010,33,Female,Kolkata,Medium,Post Graduate,Married,5,IT Professional,2023-07-09 02:39:09.105926,+917766914001,cust_001010@gmail.com,False
CUST_001011,22,Female,Delhi,Low,Professional,Married,4,Government,2024-06-25 02:39:09.106030,+919816261543,cust_001011@gmail.com,False
CUST_001012,32,Male,Hyderabad,Low,Graduate,Single,1,Education,2025-07-09 02:39:09.106137,+919690382727,cust_001012@gmail.com,False
CUST_001013,67,Male,Delhi,Low,Graduate,Married,3,Business,2022-01-20 02:39:09.106234,+918685110806,cust_001013@outlook.com,False
CUST_001014,45,Male,Mumbai,High,Post Graduate,Single,1,Manufacturing,2024-12-08 02:39:09.106334,+917983639583,cust_001014@gmail.com,False
CUST_001015,35,Female,Pune,Low,Graduate,Single,1,Homemaker,2024-01-20 02:39:09.106432,+919089969380,cust_001015@gmail.com,False
CUST_001016,49,Female,Lucknow,Medium,Post Graduate,Married,4,Healthcare,2022-04-21 02:39:09.106527,+919559241030,cust_001016@company.com,True
CUST_001017,50,Female,Delhi,Medium,High School,Single,2,Government,2022-12-08 02:39:09.106624,+917898285453,cust_001017@outlook.com,True
CUST_001018,42,Female,Ahmedabad,Premium,Post Graduate,Married,5,Healthcare,2024-01-05 02:39:09.106719,+919632167096,cust_001018@gmail.com,False
CUST_001019,35,Male,Bangalore,Low,Professional,Divorced,2,Government,2024-08-18 02:39:09.106819,+919931244549,cust_001019@gmail.com,False
CUST_001020,57,Female,Pune,Low,Professional,Married,2,Government,2022-11-20 02:39:09.106912,+918862482086,cust_001020@gmail.com,False
CUST_001021,77,Male,Lucknow,Low,High School,Single,2,Retired,2023-04-12 02:39:09.106999,+918662780206,cust_001021@gmail.com,False
CUST_001022,49,Male,Lucknow,Medium,High School,Divorced,2,Education,2022-02-06 02:39:09.107085,+918529942838,cust_001022@company.com,False
CUST_001023,58,Male,Lucknow,Low,Post Graduate,Married,2,Business,2023-11-06 02:39:09.107171,+919747785022,cust_001023@gmail.com,False
CUST_001024,30,Female,Hyderabad,Low,High School,Married,3,Manufacturing,2024-10-25 02:39:09.107292,+919380485164,cust_001024@gmail.com,True
CUST_001025,25,Male,Lucknow,Medium,High School,Married,4,Student,2023-02-13 02:39:09.107383,+917020800740,cust_001025@gmail.com,False
CUST_001026,48,Female,Chennai,Premium,Post Graduate,Married,4,IT Professional,2021-11-14 02:39:09.107471,+917598055596,cust_001026@outlook.com,False
CUST_001027,32,Female,Bangalore,Low,Professional,Single,2,Business,2023-10-21 02:39:09.107554,+919300549348,cust_001027@yahoo.com,False
CUST_001028,58,Female,Delhi,High,Graduate,Divorced,2,Student,2023-12-10 02:39:09.107638,+919572884379,cust_001028@yahoo.com,False
CUST_001029,49,Male,Pune,Low,High School,Single,1,Manufacturing,2023-02-13 02:39:09.107720,+918820392744,cust_001029@gmail.com,False
